reading_id,node_id,timestamp,consumption_mwh,generation_mwh,net_flow_mwh,voltage_kv,frequency_hz,power_factor,temperature_c,is_peak_demand,outage_flag
RDG0001416,NODE0035,2023-06-08T05:00:00Z,216.034,65.027,202.309,235.77,50.384,0.81,20.4,False,False
RDG0001417,NODE0034,2023-03-05T20:00:00Z,294.66,376.84,140.123,102.92,49.991,0.959,-2.3,True,False
RDG0001418,NODE0045,2023-03-03T00:00:00Z,30.715,37.053,26.479,229.72,49.58,0.94,15.3,False,False
RDG0001419,NODE0022,2023-01-21T10:00:00Z,0.804,0.28,0.14,11.36,50.363,0.931,-5.4,False,False
RDG0001420,NODE0049,2023-02-25T08:00:00Z,145.045,334.248,-1527.912,202.32,50.148,0.764,24.7,True,False
RDG0001421,NODE0002,2023-04-13T05:00:00Z,72.351,22.9,23.148,232.97,50.146,0.938,4.3,False,False
RDG0001422,NODE0035,2023-04-11T23:00:00Z,162.334,155.855,33.413,10.98,49.651,0.956,5.9,False,False
RDG0001423,NODE0003,2023-08-03T10:00:00Z,170.257,18.12,-24.788,199.16,49.549,0.916,38.7,False,False
RDG0001424,NODE0023,2023-08-22T02:00:00Z,42.89,350.078,-90.138,102.3,50.063,0.809,-1.8,False,False
RDG0001425,NODE0033,2023-06-05T13:00:00Z,1866.22,696.189,1773.918,31.75,50.285,0.844,-7.7,False,True
RDG0001426,NODE0041,2023-11-17T16:00:00Z,35.736,140.094,-240.646,235.67,49.96,0.839,44.9,False,False
RDG0001427,NODE0050,2023-12-25T23:00:00Z,161.634,56.437,-72.647,10.0,50.365,0.813,19.1,False,False
RDG0001428,NODE0034,2023-01-04T09:00:00Z,296.873,832.132,-794.977,226.33,50.448,0.875,41.2,True,False
RDG0001429,NODE0013,2023-09-16T02:00:00Z,1237.857,323.492,121.408,32.34,49.655,0.766,28.3,False,False
RDG0001430,NODE0044,2023-07-21T11:00:00Z,1134.286,815.141,126.247,68.2,49.908,0.79,3.3,False,False
RDG0001431,NODE0049,2023-03-31T02:00:00Z,646.401,1272.994,-280.961,62.22,50.461,0.813,15.4,False,True
RDG0001432,NODE0025,2023-07-19T01:00:00Z,1634.688,1092.092,1363.802,71.89,50.258,0.967,-7.7,False,False
RDG0001433,NODE0015,2023-09-09T22:00:00Z,511.324,1027.644,69.34,436.74,49.523,0.771,10.7,False,False
RDG0001434,NODE0018,2023-07-18T09:00:00Z,249.565,467.026,-8.453,11.92,50.272,0.933,10.3,True,False
RDG0001435,NODE0045,2023-12-08T23:00:00Z,30.762,49.244,14.429,34.49,49.966,0.958,-6.6,False,False
RDG0001436,NODE0003,2023-07-17T18:00:00Z,308.179,25.811,-74.547,31.28,49.709,0.941,9.5,True,False
RDG0001437,NODE0017,2023-08-04T02:00:00Z,1349.428,186.618,236.792,11.67,49.59,0.928,15.0,False,False
RDG0001438,NODE0047,2023-03-26T11:00:00Z,384.222,428.037,244.037,407.47,50.179,0.873,-2.6,False,False
RDG0001439,NODE0015,2023-01-27T18:00:00Z,1327.28,1285.811,239.201,240.07,50.261,0.874,42.9,True,False
RDG0001440,NODE0007,2023-11-12T04:00:00Z,1893.234,1691.521,358.307,229.69,50.392,0.753,0.2,False,True
RDG0001441,NODE0002,2023-03-14T20:00:00Z,24.492,30.38,-15.749,234.85,50.424,0.811,10.8,True,False
RDG0001442,NODE0041,2023-12-06T12:00:00Z,177.807,191.123,-481.844,369.58,50.408,0.979,38.5,False,False
RDG0001443,NODE0026,2023-09-09T03:00:00Z,236.885,134.34,-107.281,201.36,49.571,0.781,18.9,False,False
RDG0001444,NODE0019,2023-03-16T07:00:00Z,143.165,59.962,37.761,10.95,50.087,0.939,12.4,True,False
RDG0001445,NODE0047,2023-04-18T15:00:00Z,664.581,428.116,307.55,100.62,49.775,0.834,-5.8,False,False
RDG0001446,NODE0003,2023-07-20T16:00:00Z,58.355,240.55,-363.723,59.97,50.13,0.945,8.6,False,False
RDG0001447,NODE0026,2023-10-20T15:00:00Z,169.142,307.199,151.132,11.43,50.246,0.857,36.6,False,True
RDG0001448,NODE0013,2023-02-07T19:00:00Z,896.714,350.205,223.494,11.85,50.318,0.941,11.2,True,False
RDG0001449,NODE0005,2023-08-07T17:00:00Z,504.382,114.175,-6.693,69.53,50.397,0.839,35.0,True,False
RDG0001450,NODE0036,2023-05-06T04:00:00Z,543.599,135.543,-236.931,219.35,50.144,0.786,1.6,False,False
RDG0001451,NODE0017,2023-07-18T05:00:00Z,1145.036,61.618,775.252,11.87,50.294,0.996,32.9,False,False
RDG0001452,NODE0020,2023-06-12T01:00:00Z,721.53,1009.333,-111.056,35.6,49.907,0.803,25.5,False,False
RDG0001453,NODE0047,2023-03-26T17:00:00Z,37.69,470.787,-281.003,228.53,50.322,0.877,44.6,True,False
RDG0001454,NODE0046,2023-02-14T06:00:00Z,1266.703,450.622,980.057,99.35,50.492,0.896,-0.9,False,False
RDG0001455,NODE0046,2023-10-15T05:00:00Z,1208.896,903.115,616.19,69.7,50.33,0.91,31.8,False,False
RDG0001456,NODE0006,2023-12-23T11:00:00Z,175.378,317.626,-41.914,214.9,49.748,0.833,-4.3,False,True
RDG0001457,NODE0050,2023-12-08T15:00:00Z,776.244,498.182,83.141,35.36,50.391,0.777,36.2,False,False
RDG0001458,NODE0019,2023-04-07T10:00:00Z,206.099,114.132,56.38,12.01,49.908,0.925,44.5,False,False
RDG0001459,NODE0010,2023-09-29T16:00:00Z,298.224,212.955,103.658,431.33,49.942,0.937,7.0,False,False
RDG0001460,NODE0034,2023-05-31T10:00:00Z,369.693,751.854,-660.547,226.61,49.639,0.974,31.6,False,False
RDG0001461,NODE0001,2023-08-24T07:00:00Z,477.418,441.246,418.833,371.4,50.066,0.859,-8.4,True,False
RDG0001462,NODE0026,2023-09-02T21:00:00Z,211.538,56.959,-45.229,202.11,49.882,0.845,12.4,False,False
RDG0001463,NODE0014,2023-01-11T04:00:00Z,671.793,967.094,554.302,35.18,50.266,0.952,7.3,False,False
RDG0001464,NODE0049,2023-03-24T01:00:00Z,442.214,337.089,-26.534,33.27,50.088,0.943,36.7,False,False
RDG0001465,NODE0041,2023-01-28T16:00:00Z,575.854,560.959,465.185,11.56,49.507,0.963,13.9,False,False
RDG0001466,NODE0025,2023-02-12T17:00:00Z,1726.309,201.919,32.493,32.26,49.575,0.917,34.8,True,False
RDG0001467,NODE0002,2023-02-02T17:00:00Z,69.199,27.464,65.101,11.33,49.793,0.902,37.2,True,False
RDG0001468,NODE0004,2023-11-06T08:00:00Z,229.586,99.758,-124.843,206.62,50.449,0.911,24.5,True,True
RDG0001469,NODE0047,2023-09-09T11:00:00Z,155.637,197.483,143.767,109.9,50.099,0.848,-6.8,False,False
RDG0001470,NODE0009,2023-10-03T06:00:00Z,818.587,441.655,679.079,10.2,50.055,0.773,38.0,False,False
RDG0001471,NODE0025,2023-02-02T13:00:00Z,1697.848,977.614,85.581,60.28,49.523,0.984,27.1,False,False
RDG0001472,NODE0005,2023-05-14T07:00:00Z,106.443,243.454,58.603,61.15,49.858,0.983,1.1,True,False
RDG0001473,NODE0007,2023-11-15T22:00:00Z,1073.357,155.975,1052.387,35.31,50.178,0.77,-1.0,False,False
RDG0001474,NODE0008,2023-05-30T09:00:00Z,537.992,170.627,169.96,34.12,49.968,0.887,43.7,True,False
RDG0001475,NODE0008,2023-05-10T23:00:00Z,156.488,53.299,-322.379,63.32,50.093,0.931,-0.7,False,False
RDG0001476,NODE0021,2023-02-02T14:00:00Z,127.963,359.392,-335.616,12.04,49.931,0.821,-7.1,False,False
RDG0001477,NODE0014,2023-06-20T18:00:00Z,994.906,476.358,356.131,119.41,50.241,0.875,18.2,True,False
RDG0001478,NODE0005,2023-01-10T13:00:00Z,447.335,342.793,-23.722,237.35,50.036,0.796,24.6,False,False
RDG0001479,NODE0034,2023-10-14T15:00:00Z,194.754,619.743,-638.811,399.3,50.187,0.859,31.7,False,False
RDG0001480,NODE0035,2023-06-15T21:00:00Z,237.044,229.32,189.125,68.4,49.908,0.835,21.5,False,False
RDG0001481,NODE0048,2023-01-16T15:00:00Z,953.175,1359.323,-100.133,113.01,50.181,0.999,14.9,False,True
RDG0001482,NODE0026,2023-12-05T22:00:00Z,91.667,157.375,-211.319,10.22,49.865,0.751,19.7,False,False
RDG0001483,NODE0043,2023-04-27T16:00:00Z,16.818,58.639,-13.741,102.5,50.179,0.915,-9.2,False,False
RDG0001484,NODE0035,2023-11-02T08:00:00Z,253.381,185.697,143.887,10.23,50.023,0.943,-0.4,True,False
RDG0001485,NODE0009,2023-08-12T11:00:00Z,609.265,1039.551,-200.735,240.02,50.091,0.943,4.8,False,False
RDG0001486,NODE0040,2023-07-17T03:00:00Z,795.726,881.793,-172.42,10.18,50.351,0.95,42.3,False,False
RDG0001487,NODE0043,2023-10-23T16:00:00Z,90.871,55.754,26.432,66.1,50.148,0.825,23.3,False,False
RDG0001488,NODE0033,2023-02-15T01:00:00Z,1219.329,534.182,368.108,111.01,50.462,0.938,-8.0,False,False
RDG0001489,NODE0006,2023-09-01T16:00:00Z,548.094,139.616,225.303,108.85,49.696,0.942,26.1,False,True
RDG0001490,NODE0040,2023-11-05T13:00:00Z,279.243,792.576,-699.504,365.08,50.164,0.865,23.6,False,False
RDG0001491,NODE0025,2023-04-13T08:00:00Z,1481.794,993.471,727.147,32.98,50.337,0.782,18.4,True,False
RDG0001492,NODE0032,2023-01-27T01:00:00Z,133.915,90.145,18.458,360.05,49.686,0.906,3.1,False,True
RDG0001493,NODE0045,2023-07-03T20:00:00Z,52.363,39.35,0.903,115.62,49.881,0.905,27.7,True,False
RDG0001494,NODE0003,2023-01-21T21:00:00Z,301.98,75.346,-101.745,374.07,49.843,0.844,3.8,False,False
RDG0001495,NODE0026,2023-11-11T11:00:00Z,230.612,76.188,93.464,70.16,49.686,0.812,42.3,False,False
RDG0001496,NODE0048,2023-07-03T19:00:00Z,1527.04,1605.899,1097.288,239.39,50.46,0.981,41.4,True,False
RDG0001497,NODE0026,2023-04-23T05:00:00Z,101.293,265.916,-254.572,61.86,50.222,0.983,-0.2,False,False
RDG0001498,NODE0025,2023-04-25T11:00:00Z,1674.758,297.141,39.012,377.73,49.722,0.882,33.0,False,False
RDG0001499,NODE0007,2023-06-02T14:00:00Z,1695.603,1851.535,1486.304,68.78,49.866,0.988,16.9,False,False
RDG0001500,NODE0025,2023-08-10T10:00:00Z,27.028,554.043,-816.324,68.38,49.724,0.799,24.5,False,False
RDG0001501,NODE0044,2023-12-16T17:00:00Z,1287.931,116.414,-12.606,238.21,49.984,0.762,18.7,True,False
RDG0001502,NODE0038,2023-06-11T02:00:00Z,6.89,0.965,-14.577,62.17,49.588,0.823,-4.1,False,False
RDG0001503,NODE0013,2023-03-15T04:00:00Z,373.325,299.061,-694.238,103.72,49.976,0.961,18.8,False,False
RDG0001504,NODE0028,2023-11-02T09:00:00Z,290.382,15.615,-36.91,31.45,50.197,0.911,-4.0,True,False
RDG0001505,NODE0003,2023-08-30T13:00:00Z,79.566,171.822,-157.891,439.81,50.092,0.868,-6.7,False,False
RDG0001506,NODE0049,2023-11-23T07:00:00Z,11.807,633.64,-400.706,220.63,50.356,0.837,-1.0,True,False
RDG0001507,NODE0022,2023-10-20T06:00:00Z,10.111,23.22,-10.885,111.84,50.292,0.862,14.3,False,False
RDG0001508,NODE0011,2023-04-05T08:00:00Z,392.839,269.4,123.921,419.26,49.78,0.908,30.3,True,False
RDG0001509,NODE0024,2023-08-05T15:00:00Z,1273.483,1360.745,807.763,66.03,50.458,0.978,43.2,False,False
RDG0001510,NODE0022,2023-01-18T08:00:00Z,3.308,20.68,-18.137,59.97,49.873,0.807,25.6,True,False
RDG0001511,NODE0005,2023-06-11T09:00:00Z,70.337,470.622,-403.349,70.32,50.368,0.767,-9.7,True,False
RDG0001512,NODE0031,2023-01-24T01:00:00Z,68.511,83.168,12.619,419.05,49.6,0.826,36.8,False,False
RDG0001513,NODE0040,2023-09-19T12:00:00Z,391.922,629.758,-336.14,371.53,50.49,0.806,14.7,False,False
RDG0001514,NODE0047,2023-07-19T19:00:00Z,453.932,105.662,449.439,214.12,50.485,0.926,40.6,True,False
RDG0001515,NODE0014,2023-02-17T12:00:00Z,628.785,963.079,422.062,11.1,50.237,0.798,-6.5,False,False
RDG0001516,NODE0039,2023-04-08T18:00:00Z,1564.461,1148.686,448.244,11.27,49.877,0.752,-5.1,True,False
RDG0001517,NODE0027,2023-06-29T03:00:00Z,792.072,330.002,-102.271,213.18,49.665,0.868,18.5,False,False
RDG0001518,NODE0043,2023-11-08T07:00:00Z,16.491,16.838,-16.137,65.53,50.247,0.841,24.5,True,False
RDG0001519,NODE0009,2023-09-16T16:00:00Z,166.037,612.861,130.96,10.21,50.011,0.944,26.8,False,False
RDG0001520,NODE0025,2023-06-14T14:00:00Z,1261.403,678.625,311.535,103.0,50.46,0.911,-0.3,False,False
RDG0001521,NODE0044,2023-05-27T19:00:00Z,309.857,1229.939,-828.044,434.06,50.083,0.797,36.1,True,True
RDG0001522,NODE0021,2023-05-05T02:00:00Z,156.756,523.885,-358.25,409.18,49.912,0.793,-4.5,False,False
RDG0001523,NODE0021,2023-02-21T10:00:00Z,581.765,214.653,81.491,31.26,49.825,0.841,43.0,False,False
RDG0001524,NODE0035,2023-05-19T17:00:00Z,86.583,254.094,14.446,369.77,50.145,0.934,38.5,True,False
RDG0001525,NODE0011,2023-09-26T08:00:00Z,231.092,750.976,-224.201,62.85,50.078,0.988,17.4,True,False
RDG0001526,NODE0012,2023-11-02T00:00:00Z,1084.501,1523.501,38.344,198.12,49.674,0.767,-7.0,False,False
RDG0001527,NODE0043,2023-11-16T20:00:00Z,70.808,84.874,3.819,377.14,50.395,0.832,21.9,True,False
RDG0001528,NODE0034,2023-06-15T21:00:00Z,148.282,31.863,-617.958,36.12,50.293,0.849,33.5,False,True
RDG0001529,NODE0036,2023-05-09T15:00:00Z,215.907,1100.769,-114.698,222.39,50.311,0.922,15.6,False,False
RDG0001530,NODE0033,2023-10-27T06:00:00Z,658.036,396.701,-735.94,68.71,50.167,0.839,3.0,False,False
RDG0001531,NODE0026,2023-02-11T13:00:00Z,310.292,358.41,3.246,11.69,49.702,0.82,6.6,False,False
RDG0001532,NODE0042,2023-02-25T23:00:00Z,189.493,198.916,56.015,10.14,49.847,0.968,42.5,False,False
RDG0001533,NODE0006,2023-01-16T14:00:00Z,462.226,381.504,362.843,238.78,50.249,0.916,-4.9,False,False
RDG0001534,NODE0031,2023-07-09T05:00:00Z,85.838,96.495,60.517,33.74,50.412,0.894,44.6,False,False
RDG0001535,NODE0014,2023-12-08T05:00:00Z,111.125,1156.834,-62.486,30.02,50.232,0.779,-1.3,False,False
RDG0001536,NODE0027,2023-11-15T12:00:00Z,1217.804,225.93,1031.466,421.71,49.589,0.778,12.1,False,False
RDG0001537,NODE0012,2023-01-29T13:00:00Z,217.323,1296.626,-584.887,417.84,50.243,0.882,14.1,False,False
RDG0001538,NODE0013,2023-05-27T03:00:00Z,63.813,985.699,-679.832,212.84,49.513,0.795,25.8,False,False
RDG0001539,NODE0050,2023-12-22T15:00:00Z,90.655,668.662,-156.078,60.73,49.523,0.89,11.7,False,False
RDG0001540,NODE0009,2023-08-19T03:00:00Z,922.526,618.451,572.075,203.92,49.787,0.782,36.2,False,False
RDG0001541,NODE0013,2023-09-08T08:00:00Z,1714.236,603.217,1058.414,423.28,50.236,0.75,41.2,True,False
RDG0001542,NODE0039,2023-08-24T16:00:00Z,228.266,1236.665,-655.856,9.94,49.729,0.863,-2.2,False,False
RDG0001543,NODE0028,2023-09-03T02:00:00Z,187.446,184.017,55.353,34.73,49.712,0.757,41.8,False,False
RDG0001544,NODE0002,2023-04-07T03:00:00Z,72.475,68.09,41.551,32.09,49.979,0.889,5.3,False,False
RDG0001545,NODE0039,2023-02-11T23:00:00Z,788.966,1284.715,636.958,216.75,49.522,0.807,-3.0,False,False
RDG0001546,NODE0034,2023-03-15T01:00:00Z,388.545,296.253,-591.985,426.22,50.132,0.752,28.6,False,False
RDG0001547,NODE0003,2023-06-20T11:00:00Z,26.315,7.565,-136.647,118.91,50.064,0.942,14.8,False,False
RDG0001548,NODE0020,2023-02-14T07:00:00Z,561.154,892.856,-616.535,63.99,49.925,0.793,3.5,True,False
RDG0001549,NODE0007,2023-04-04T10:00:00Z,1648.939,494.817,793.334,202.86,49.559,0.78,33.1,False,False
RDG0001550,NODE0003,2023-05-22T11:00:00Z,11.956,408.976,-343.652,11.12,49.949,0.819,41.9,False,False
RDG0001551,NODE0011,2023-10-17T07:00:00Z,411.63,434.028,-0.456,424.99,49.866,0.777,22.6,True,False
RDG0001552,NODE0022,2023-02-11T12:00:00Z,11.262,4.75,10.23,32.69,49.554,0.928,8.3,False,True
RDG0001553,NODE0019,2023-09-04T12:00:00Z,257.527,253.257,126.892,103.39,49.675,0.926,-8.6,False,False
RDG0001554,NODE0028,2023-05-05T01:00:00Z,118.986,293.057,-111.655,395.75,49.929,0.813,-8.4,False,False
RDG0001555,NODE0036,2023-01-04T17:00:00Z,415.902,1245.799,-585.531,232.19,49.903,0.956,40.6,True,False
RDG0001556,NODE0017,2023-10-26T15:00:00Z,1358.831,667.182,1131.38,10.68,50.025,0.958,28.5,False,False
RDG0001557,NODE0002,2023-01-22T21:00:00Z,4.215,19.472,-26.149,60.72,50.127,0.756,-6.3,False,False
RDG0001558,NODE0004,2023-11-02T02:00:00Z,331.334,375.26,261.34,10.46,50.249,0.816,3.0,False,False
RDG0001559,NODE0005,2023-07-04T00:00:00Z,307.984,168.991,-50.175,68.74,50.284,0.761,23.6,False,False
RDG0001560,NODE0003,2023-07-23T04:00:00Z,290.122,268.293,67.16,238.15,50.029,0.873,2.3,False,False
RDG0001561,NODE0013,2023-11-13T05:00:00Z,1017.471,1180.934,-384.963,214.82,50.25,0.776,39.9,False,False
RDG0001562,NODE0010,2023-05-28T15:00:00Z,225.892,443.696,-0.031,33.47,49.733,0.794,7.7,False,False
RDG0001563,NODE0014,2023-12-18T20:00:00Z,800.865,711.646,103.876,238.13,49.946,0.754,29.1,True,False
RDG0001564,NODE0011,2023-10-22T02:00:00Z,676.207,762.023,564.931,10.37,50.016,0.955,19.7,False,False
RDG0001565,NODE0007,2023-03-02T18:00:00Z,809.408,1657.329,-492.678,412.74,50.303,0.907,-4.8,True,False
RDG0001566,NODE0006,2023-06-10T13:00:00Z,219.188,416.458,-145.877,220.57,50.385,0.945,14.7,False,False
RDG0001567,NODE0008,2023-02-27T00:00:00Z,699.8,690.126,175.704,403.0,50.088,0.822,26.4,False,True
RDG0001568,NODE0005,2023-09-30T09:00:00Z,479.629,163.127,405.477,115.67,50.447,0.971,18.7,True,False
RDG0001569,NODE0037,2023-10-28T14:00:00Z,1714.454,658.971,70.537,11.09,50.312,0.815,-7.4,False,False
RDG0001570,NODE0021,2023-11-20T02:00:00Z,605.592,752.974,442.216,206.31,49.585,0.899,-5.0,False,False
RDG0001571,NODE0011,2023-12-15T18:00:00Z,710.386,537.652,239.636,232.82,50.17,0.89,17.8,True,False
RDG0001572,NODE0047,2023-09-25T16:00:00Z,408.373,705.128,-248.173,398.17,49.55,0.761,9.5,False,False
RDG0001573,NODE0017,2023-03-02T08:00:00Z,1206.824,646.889,665.193,199.94,50.142,0.794,5.6,True,False
RDG0001574,NODE0036,2023-06-03T00:00:00Z,415.334,470.262,281.99,238.96,50.298,0.951,26.9,False,False
RDG0001575,NODE0012,2023-07-19T22:00:00Z,1149.886,1589.662,-514.266,68.67,50.335,0.844,20.1,False,False
RDG0001576,NODE0040,2023-10-21T01:00:00Z,26.026,460.218,-291.303,10.04,49.653,0.835,11.2,False,False
RDG0001577,NODE0023,2023-06-15T23:00:00Z,399.221,196.647,136.81,203.5,50.468,0.99,32.8,False,False
RDG0001578,NODE0035,2023-10-01T03:00:00Z,144.043,135.689,-22.004,35.51,50.485,0.849,-1.7,False,False
RDG0001579,NODE0029,2023-02-16T12:00:00Z,6.076,8.912,5.169,31.68,50.499,0.778,39.3,False,False
RDG0001580,NODE0023,2023-04-22T10:00:00Z,482.913,422.247,137.267,30.41,49.975,0.852,-10.0,False,False
RDG0001581,NODE0016,2023-01-30T21:00:00Z,1785.365,624.479,791.845,392.05,49.522,0.791,39.9,False,False
RDG0001582,NODE0049,2023-07-26T05:00:00Z,869.913,460.209,-211.843,394.31,49.532,0.798,5.9,False,True
RDG0001583,NODE0037,2023-10-12T06:00:00Z,708.8,111.379,-623.257,398.74,49.565,0.879,28.5,False,False
RDG0001584,NODE0035,2023-01-29T13:00:00Z,147.829,258.618,-49.424,118.06,50.333,0.786,4.9,False,False
RDG0001585,NODE0018,2023-10-10T10:00:00Z,251.507,484.202,-131.503,234.95,49.685,0.849,10.7,False,False
RDG0001586,NODE0035,2023-10-16T05:00:00Z,166.693,145.584,-50.916,208.95,49.896,0.905,14.2,False,False
RDG0001587,NODE0025,2023-08-02T05:00:00Z,1190.744,1498.58,624.796,67.17,50.304,0.762,-3.2,False,False
RDG0001588,NODE0047,2023-05-04T06:00:00Z,41.351,485.204,-295.85,388.91,50.429,0.972,-7.6,False,False
RDG0001589,NODE0005,2023-11-20T21:00:00Z,42.164,366.236,8.978,234.63,50.253,0.889,11.7,False,False
RDG0001590,NODE0021,2023-06-19T16:00:00Z,373.202,644.45,258.946,66.19,49.828,0.9,10.8,False,True
RDG0001591,NODE0004,2023-01-17T21:00:00Z,334.488,366.697,164.95,203.98,50.471,0.813,-7.4,False,False
RDG0001592,NODE0025,2023-07-07T00:00:00Z,1358.159,1280.428,395.534,108.57,49.91,0.832,14.0,False,False
RDG0001593,NODE0001,2023-08-01T03:00:00Z,156.524,430.253,-87.168,217.5,50.392,0.893,33.0,False,False
RDG0001594,NODE0050,2023-08-06T17:00:00Z,843.97,168.213,400.952,112.39,49.631,0.964,10.3,True,False
RDG0001595,NODE0025,2023-03-31T07:00:00Z,1477.064,318.699,753.073,11.44,49.608,0.908,23.2,True,False
RDG0001596,NODE0015,2023-02-06T15:00:00Z,13.773,1401.787,-626.258,11.78,49.675,0.824,43.0,False,False
RDG0001597,NODE0028,2023-11-23T13:00:00Z,236.637,161.616,99.815,231.61,49.567,0.757,-5.7,False,False
RDG0001598,NODE0046,2023-03-10T05:00:00Z,145.548,1436.113,-1197.635,70.16,50.033,0.879,11.4,False,True
RDG0001599,NODE0001,2023-01-11T05:00:00Z,53.881,292.815,-434.457,109.59,50.492,0.782,38.1,False,False
RDG0001600,NODE0037,2023-09-02T15:00:00Z,782.883,1384.923,758.872,116.64,49.635,0.93,33.6,False,False
RDG0001601,NODE0041,2023-10-18T03:00:00Z,51.303,492.175,-568.271,200.35,49.751,0.934,38.6,False,False
RDG0001602,NODE0015,2023-10-21T14:00:00Z,520.031,885.586,-60.394,11.56,49.961,0.838,35.0,False,False
RDG0001603,NODE0024,2023-06-30T17:00:00Z,1532.802,282.68,1325.973,413.74,50.251,0.876,38.3,True,False
RDG0001604,NODE0049,2023-07-03T04:00:00Z,82.761,1186.268,-670.679,63.43,49.785,0.867,30.7,False,False
RDG0001605,NODE0005,2023-03-18T01:00:00Z,75.066,103.82,-426.283,72.4,50.27,0.904,30.5,False,False
RDG0001606,NODE0044,2023-02-27T22:00:00Z,704.252,1407.989,82.192,376.5,49.793,0.91,30.8,False,False
RDG0001607,NODE0011,2023-01-21T23:00:00Z,152.785,663.835,-276.877,11.41,50.398,0.838,-9.3,False,False
RDG0001608,NODE0004,2023-02-15T22:00:00Z,341.595,217.895,202.569,59.95,50.215,0.799,11.3,False,False
RDG0001609,NODE0021,2023-12-10T09:00:00Z,753.822,242.356,-58.19,31.88,50.381,0.753,37.2,True,False
RDG0001610,NODE0033,2023-02-17T04:00:00Z,1347.21,746.623,453.967,10.53,50.343,0.836,-0.5,False,False
RDG0001611,NODE0017,2023-09-03T09:00:00Z,399.648,652.96,-861.758,207.25,50.379,0.922,16.1,True,False
RDG0001612,NODE0014,2023-11-04T10:00:00Z,842.533,660.645,823.915,414.9,50.17,0.81,22.8,False,False
RDG0001613,NODE0035,2023-11-08T15:00:00Z,259.677,138.578,190.601,110.86,50.304,0.892,13.4,False,False
RDG0001614,NODE0034,2023-12-18T05:00:00Z,881.071,1004.07,13.705,67.3,50.493,0.829,21.8,False,False
RDG0001615,NODE0031,2023-03-13T10:00:00Z,36.008,59.008,17.95,10.73,50.31,0.965,44.3,False,False
RDG0001616,NODE0048,2023-09-18T07:00:00Z,1374.125,338.525,1118.435,206.96,50.149,0.898,-1.0,True,False
RDG0001617,NODE0016,2023-03-12T10:00:00Z,293.458,219.158,-962.569,11.11,49.892,0.954,41.9,False,False
RDG0001618,NODE0014,2023-04-28T16:00:00Z,618.326,615.459,559.282,33.52,49.668,0.78,34.9,False,True
RDG0001619,NODE0012,2023-06-07T00:00:00Z,315.733,3.796,202.486,110.48,49.934,0.779,40.1,False,False
RDG0001620,NODE0041,2023-11-25T06:00:00Z,481.677,82.003,112.609,35.1,49.873,0.949,5.9,False,False
RDG0001621,NODE0036,2023-07-17T12:00:00Z,1157.074,809.81,358.133,201.74,50.255,0.947,5.2,False,False
RDG0001622,NODE0042,2023-04-05T09:00:00Z,45.354,71.95,-156.16,407.1,50.29,0.759,0.9,True,True
RDG0001623,NODE0030,2023-10-03T23:00:00Z,1215.623,4.656,130.892,63.08,50.452,0.897,14.1,False,False
RDG0001624,NODE0022,2023-01-14T08:00:00Z,21.941,1.12,11.423,118.73,49.922,0.773,-9.3,True,False
RDG0001625,NODE0024,2023-07-24T04:00:00Z,1402.667,1146.315,264.241,35.59,50.487,0.75,14.6,False,False
RDG0001626,NODE0007,2023-09-30T06:00:00Z,1210.182,1817.671,44.609,115.99,49.542,0.904,10.2,False,False
RDG0001627,NODE0049,2023-05-13T21:00:00Z,754.597,962.316,238.186,204.2,50.226,0.891,12.3,False,False
RDG0001628,NODE0039,2023-11-10T10:00:00Z,1397.535,940.023,436.18,222.55,50.398,0.891,16.0,False,False
RDG0001629,NODE0040,2023-02-19T14:00:00Z,369.837,376.857,-230.868,102.97,50.344,0.892,39.3,False,True
RDG0001630,NODE0045,2023-06-11T14:00:00Z,7.502,55.936,-0.367,71.03,49.955,0.991,18.7,False,False
RDG0001631,NODE0012,2023-09-17T12:00:00Z,26.398,1756.773,-967.709,198.26,49.869,0.785,-6.0,False,False
RDG0001632,NODE0024,2023-08-18T02:00:00Z,825.422,1570.843,634.986,65.82,50.206,0.918,-2.4,False,False
RDG0001633,NODE0025,2023-05-07T05:00:00Z,1355.637,166.973,192.064,234.73,49.645,0.773,29.2,False,False
RDG0001634,NODE0009,2023-10-25T11:00:00Z,285.682,174.581,-361.447,219.01,50.088,0.862,34.6,False,False
RDG0001635,NODE0047,2023-09-08T03:00:00Z,188.026,93.088,-393.064,63.98,49.873,0.958,-7.5,False,False
RDG0001636,NODE0050,2023-12-12T06:00:00Z,110.591,739.138,-13.225,70.55,49.997,0.75,21.6,False,True
RDG0001637,NODE0005,2023-09-30T14:00:00Z,117.771,377.694,-65.77,10.51,49.959,0.803,-2.5,False,False
RDG0001638,NODE0012,2023-12-10T10:00:00Z,292.781,1006.134,-296.713,68.92,49.505,0.772,18.6,False,False
RDG0001639,NODE0012,2023-04-20T20:00:00Z,1237.652,1288.372,805.778,102.0,49.572,0.985,19.8,True,False
RDG0001640,NODE0001,2023-11-25T16:00:00Z,32.778,391.028,-436.162,11.31,49.591,0.894,43.6,False,False
RDG0001641,NODE0012,2023-11-13T15:00:00Z,1591.712,196.213,125.099,30.27,49.927,0.937,-7.6,False,False
RDG0001642,NODE0015,2023-10-28T18:00:00Z,80.084,856.66,-220.169,9.97,50.31,0.898,27.4,True,True
